#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0261794	CG5594	2R	kazachoc	kcc
FBgn0032755	CG17344	2L	-	CG17344
FBgn0028532	CG7968	2L	-	CG7968
FBgn0039335	CG5127	3R	Vacuolar protein sorting 33B	Vps33B
FBgn0039140	CG5410	3R	Mitochondrial Rho	Miro
FBgn0032169	CG4709	2L	-	CG4709
FBgn0286203	CG42345	2R	straw	stw
FBgn0085360	CG34331	X	-	CG34331
FBgn0038470	CG18213	3R	-	CG18213
FBgn0031359	CG18317	2L	Replication in mitochondria 2	Rim2
FBgn0033115	CG9460	2R	Serpin 42De	Spn42De
FBgn0045852	CG31753	2L	hamlet	ham
FBgn0011740	CG18802	3R	alpha-Mannosidase class II a	alpha-Man-IIa
FBgn0029518	CG13376	X	-	CG13376
FBgn0004244	CG10537	3L	Resistant to dieldrin	Rdl
FBgn0033777	CG17574	2R	-	CG17574
FBgn0024804	CG17023	3L	Dead box protein 80	Dbp80
FBgn0039132	CG5864	3R	Adaptor Protein complex 1, sigma subunit	AP-1sigma
FBgn0030377	CG1924	X	-	CG1924
FBgn0261611	CG42700	2R	-	CG42700
FBgn0033599	CG13223	2R	-	CG13223
FBgn0003204	CG1799	X	raspberry	ras
FBgn0264714	CG43982	2R	-	CG43982
FBgn0027581	CG6191	2R	-	CG6191
FBgn0015766	CG10596	3L	Msr-110	Msr-110
FBgn0040297	CG9256	2L	Na[+]/H[+] hydrogen exchanger 2	Nhe2
FBgn0040972	CG16978	2L	-	CG16978
FBgn0032456	CG6214	2L	Multidrug-Resistance like Protein 1	MRP
FBgn0041250	CG13948	2L	Gustatory receptor 21a	Gr21a
FBgn0262732	CG4143	3L	multiprotein bridging factor 1	mbf1
FBgn0261854	CG42783	2R	atypical protein kinase C	aPKC
FBgn0053341	CG33341	3R	-	CG33341
FBgn0042177	CG32164	3L	Artemis	Arts
FBgn0262024	CG42835	3R	-	CG42835
FBgn0051326	CG31326	3R	-	CG31326
FBgn0027561	CG18659	2R	-	CG18659
FBgn0033897	CG8233	2R	Reduction in Cnn dots 1	Rcd1
FBgn0035715	CG10103	3L	-	Ist1
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0013718	CG33991	3L	nuclear fallout	nuf
FBgn0034013	CG8166	2R	unc-5	unc-5
FBgn0083962	CG34126	2L	-	CG34126
FBgn0085487	CG34458	2R	-	CG34458
FBgn0023388	CG1099	2L	Dynamin associated protein 160	Dap160
FBgn0037616	CG8136	3R	-	CG8136
FBgn0052264	CG32264	3L	-	CG32264
FBgn0000228	CG14025	2L	Blastoderm-specific gene 25D	Bsg25D
FBgn0052311	CG33484	3L	zormin	zormin
FBgn0038897	CG5849	3R	-	CG5849
FBgn0266757	CG5747	3L	misfire	mfr
FBgn0037898	CG18643	3R	D-aminoacyl-tRNA deacylase	Dtd
FBgn0261279	CG42250	3R	liquid facets-Related	lqfR
FBgn0036466	CG18581	3L	-	CG18581
FBgn0085446	CG34417	X	-	CG34417
FBgn0017556	CG4569	2R	Proteasome alpha4 subunit, Testis-specific 2	Prosalpha4T2
FBgn0041182	CG7052	2L	Thioester-containing protein 2	Tep2
FBgn0037016	CG13252	3L	-	CG13252
FBgn0025574	CG5212	3R	Pellino	Pli
FBgn0259193	CG42297	3R	Ionotropic receptor 94d	Ir94d
FBgn0001316	CG17046	3L	klarsicht	klar
FBgn0264751	CG44009	3R	Vesicle transport through interaction with t-SNAREs 1b	Vti1b
FBgn0032451	CG12292	2L	spichthyin	spict
FBgn0003638	CG3019	X	suppressor of white-apricot	su(w[a])
FBgn0041710	CG18550	3R	yellow-f	yellow-f
FBgn0261015	CG42599	3R	PFTAIRE-interacting factor 1A	Pif1A
FBgn0002917	CG1517	X	narrow abdomen	na
FBgn0263929	CG43162	3R	javelin-like	jvl
FBgn0261556	CG42674	3L	-	CG42674
FBgn0036266	CG5626	3L	tRNA splicing endonuclease subunit 54	Tsen54
FBgn0032341	CG6192	2L	RALBP1 associated Eps domain containing	Reps
FBgn0027608	CG2082	3R	-	CG2082
FBgn0015803	CG10043	2L	Rho-type guanine nucleotide exchange factor	RtGEF
FBgn0029594	CG14806	X	Cytochrome c oxidase assembly factor 8	Coa8
FBgn0034166	CG6472	2R	-	CG6472
FBgn0015600	CG9660	2L	toucan	toc
FBgn0010263	CG3151	2L	RNA-binding protein 9	Rbp9
FBgn0020379	CG6312	3R	Rfx	Rfx
FBgn0262365	CG43063	3R	-	CG43063
FBgn0287187	CG40049	3L	mitochondrial ribosomal protein S5	mRpS5
FBgn0266579	CG45110	3R	tau	tau
FBgn0260935	CG9746	3R	Vacuolar protein sorting 15	Vps15
FBgn0266455	CG45080	3R	-	CG45080
FBgn0263197	CG33130	2R	Patronin	Patronin
FBgn0010382	CG3938	2L	Cyclin E	CycE
FBgn0013813	CG1842	3R	Dynein heavy chain at 89D	Dhc98D
FBgn0285944	CG9907	X	paralytic	para
FBgn0285944	CG9907	X	paralytic	para
FBgn0029835	CG5921	X	-	CG5921
FBgn0030752	CG9947	X	-	CDC50
FBgn0033362	CG8172	2R	-	CG8172
FBgn0035604	CG10633	3L	Ionotropic receptor 64a	Ir64a
FBgn0265626	CG44434	2R	-	CG44434
FBgn0265632	CG44439	2R	-	CG44439
FBgn0259683	CG42352	2L	Ionotropic receptor 40a	Ir40a
FBgn0037976	CG14734	3R	Tachykinin	Tk
FBgn0029728	CG2861	X	-	CG2861
FBgn0028789	CG5133	3L	Dorsocross1	Doc1
FBgn0037541	CG2747	3R	-	CG2747
FBgn0041182	CG7052	2L	Thioester-containing protein 2	Tep2
FBgn0030571	CG14414	X	-	CG14414
FBgn0033897	CG8233	2R	Reduction in Cnn dots 1	Rcd1
FBgn0001248	CG7176	3L	Isocitrate dehydrogenase	Idh
FBgn0262126	CG10882	2L	Secretory 24CD	Sec24CD
FBgn0085437	CG34408	X	-	CG34408
FBgn0034774	CG13526	2R	-	CG13526
FBgn0036832	CG18223	3L	-	CG18223
FBgn0013531	CG18780	2L	Mediator complex subunit 20	MED20
FBgn0035167	CG13888	3L	Gustatory receptor 61a	Gr61a
FBgn0265610	CG44428	X	-	CG44428
FBgn0038125	CG8141	3R	-	CG8141
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0264273	CG33960	2R	Semaphorin 2b	Sema2b
FBgn0051374	CG31374	3R	sarcomere length short	sals
FBgn0261238	CG1070	3R	Alhambra	Alh
FBgn0051092	CG31092	3R	Lipophorin receptor 2	LpR2
FBgn0030674	CG8184	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1
FBgn0260646	CG42538	3L	-	CG42538
FBgn0033578	CG13232	2R	Bardet-Biedl syndrome 4	BBS4
FBgn0004227	CG4211	X	no on or off transient A	nonA
FBgn0050287	CG30287	2R	-	CG30287
FBgn0044323	CG7392	2L	Connector of kinase to AP-1	Cka
FBgn0031730	CG7236	2L	-	CG7236
FBgn0260776	CG42570	3L	-	CG42570
FBgn0036423	CG3919	3L	-	CG3919
FBgn0004107	CG10498	3R	Cyclin-dependent kinase 2	Cdk2
FBgn0086683	CG17540	2L	Spf45	Spf45
FBgn0015222	CG2216	3R	Ferritin 1 heavy chain homologue	Fer1HCH
FBgn0032754	CG10700	2L	-	CG10700
FBgn0250839	CG2016	3R	-	CG2016
FBgn0035112	CG13877	3L	-	CG13877
FBgn0051718	CG31718	2L	Ionotropic receptor 31a	Ir31a
FBgn0039214	CG5794	3R	puffyeye	puf
FBgn0283724	CG12734	3L	Girdin	Girdin
FBgn0265595	CG44422	X	-	CG44422
FBgn0037295	CG12591	3R	defective proboscis extension response 16	dpr16
FBgn0261294	CG33924	3L	Chemosensory protein B 74a	CheB74a
FBgn0263111	CG43368	X	cacophony	cac
FBgn0053703	CG33703	3L	-	CG33703
FBgn0261553	CG42671	3L	-	CG42671
FBgn0036043	CG8177	3L	Anion exchanger 2	Ae2
FBgn0038488	CG11896	3R	mann-cup	m-cup
FBgn0038886	CG6475	3R	UDP-glycosyltransferase family 49 member B2	Ugt49B2
FBgn0039849	CG11334	3R	-	CG11334
FBgn0267348	CG3322	3L	Laminin B2	LanB2
FBgn0266756	CG44012	3R	bitesize	btsz
FBgn0035941	CG13313	3L	-	CG13313
FBgn0001991	CG4894	2L	Ca[2+]-channel protein alpha[[1]] subunit D	Ca-alpha1D
FBgn0037384	CG10981	3R	degringolade	dgrn
FBgn0027561	CG18659	2R	-	CG18659
FBgn0052055	CG32055	3L	-	CG32055
FBgn0040372	CG2995	X	G9a	G9a
FBgn0028947	CG11865	2L	-	CG11865
FBgn0053463	CG33463	2R	-	CG33463
FBgn0032193	CG5727	2L	-	CG5727
FBgn0031760	CG9093	2L	Tetraspanin 26A	Tsp26A
FBgn0008651	CG6570	3R	ladybird late	lbl
FBgn0261635	CG42718	3L	-	CG42718
FBgn0003371	CG2621	X	shaggy	sgg
FBgn0038826	CG17838	3R	Syncrip	Syp
FBgn0052551	CG32551	X	-	CG32551
FBgn0039857	CG11522	3R	Ribosomal protein L6	RpL6
FBgn0036230	CG11570	3L	-	CG11570
FBgn0040514	CG17169	X	-	CG17169
FBgn0053178	CG33178	X	-	CG33178
FBgn0031462	CG2964	2L	-	CG2964
FBgn0016975	CG12473	X	stoned B	stnB
FBgn0031171	CG1801	X	-	CG1801
FBgn0053299	CG33299	2L	-	CG33299
FBgn0264695	CG17927	2L	Myosin heavy chain	Mhc
FBgn0033373	CG8080	2R	-	CG8080
FBgn0034601	CG4286	2R	-	CG4286
FBgn0261934	CG42799	3L	dikar	dikar
FBgn0034440	CG10073	2R	-	CG10073
FBgn0027950	CG8208	3R	Methyl-CpG binding domain protein-like	MBD-like
FBgn0259174	CG42279	3L	Nedd4	Nedd4
FBgn0050048	CG30048	2R	-	CG30048
FBgn0030518	CG11134	X	-	CG11134
FBgn0005648	CG2163	2R	Pabp2	Pabp2
FBgn0000259	CG15224	X	Casein kinase II beta subunit	CkIIbeta
FBgn0037737	CG8383	3R	Pinin	Pnn
FBgn0028948	CG15253	2L	-	CG15253
FBgn0033688	CG8877	2R	pre-mRNA processing factor 8	Prp8
FBgn0003415	CG9936	3L	skuld	skd
FBgn0002873	CG12047	X	mushroom body defect	mud
FBgn0003175	CG4444	2R	plexus	px
FBgn0261060	CG42608	3R	Seminal fluid protein 93F	Sfp93F
FBgn0030766	CG4521	X	methuselah-like 1	mthl1
FBgn0032083	CG9541	2L	-	CG9541
FBgn0001323	CG4761	3L	knirps-like	knrl
FBgn0039790	CG2246	3R	-	CG2246
FBgn0036569	CG5414	3L	Isoleucyl-tRNA synthetase, mitochondrial	IleRS-m
FBgn0030320	CG2247	X	-	CG2247
FBgn0038795	CG4335	3R	-	CG4335
FBgn0086655	CG9397	2R	jing	jing
FBgn0037541	CG2747	3R	-	CG2747
FBgn0004860	CG3895	X	polyhomeotic distal	ph-d
FBgn0263220	CG43388	X	Hyperkinetic	Hk
FBgn0035719	CG14821	3L	target of wingless	tow
FBgn0264449	CG43867	X	-	CG43867
FBgn0031926	CG6739	2L	-	CG6739
FBgn0039249	CG11168	3R	-	CG11168
FBgn0004379	CG10923	3L	Kinesin-like protein at 67A	Klp67A
FBgn0259818	CG42399	2L	-	CG42399
FBgn0045852	CG31753	2L	hamlet	ham
FBgn0038909	CG6569	3R	-	CG6569
FBgn0051089	CG31089	3R	-	CG31089
FBgn0085233	CG34204	2R	-	CG34204
FBgn0030674	CG8184	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1
FBgn0038975	CG7050	3R	Neurexin 1	Nrx-1
FBgn0265623	CG3905	2R	Suppressor of zeste 2	Su(z)2
FBgn0052532	CG32532	X	-	CG32532
FBgn0260868	CG42578	X	-	CG42578
FBgn0027598	CG31012	3R	CIN85 and CD2AP related	cindr
FBgn0260398	CG42515	2R	PSEA-binding protein 49kD	Pbp49
FBgn0039110	CG10225	3R	Ran binding protein 3	RanBP3
FBgn0013751	CG1072	3L	Arrowhead	Awh
FBgn0030613	CG5627	X	Rab3 GDP-GTP exchange factor	Rab3-GEF
FBgn0264606	CG43955	3L	Fife	Fife
FBgn0038286	CG6966	3R	-	CG6966
FBgn0041775	CG10686	3L	trailer hitch	tral
FBgn0031758	CG18340	2L	Uncoupling protein 4B	Ucp4B
FBgn0035001	CG4527	2R	Sterile20-like kinase	Slik
FBgn0264695	CG17927	2L	Myosin heavy chain	Mhc
FBgn0259231	CG42301	X	Cholecystokinin-like receptor at 17D1	CCKLR-17D1
FBgn0267043	CG45487	X	-	CG45487
FBgn0039790	CG2246	3R	-	CG2246
FBgn0020443	CG6382	2L	eukaryotic translation release factor 3	eRF3
FBgn0050181	CG30181	2R	pickpocket 3	ppk3
FBgn0261554	CG42672	2R	-	CG42672
FBgn0032955	CG2201	2L	-	CG2201
FBgn0262123	CG41265	2R	lethal (2) 41Ab	l(2)41Ab
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0038826	CG17838	3R	Syncrip	Syp
FBgn0039886	CG2003	3R	-	CG2003
FBgn0263772	CG43689	X	-	CG43689
FBgn0053113	CG33113	2L	Reticulon-like1	Rtnl1
FBgn0039897	CG1674	4	-	CG1674
FBgn0263993	CG43736	X	-	CG43736
FBgn0027513	CG8262	2R	anastral spindle 2	ana2
FBgn0260794	CG42574	3R	circadian trip	ctrip
FBgn0265784	CG6103	X	Cyclic-AMP response element binding protein B	CrebB
FBgn0011584	CG4758	2L	Translocation protein 1	Trp1
FBgn0033244	CG8726	2R	-	CG8726
FBgn0259953	CG42463	2L	Seminal fluid protein 24Bd	Sfp24Bd
FBgn0260397	CG17149	3L	Suppressor of variegation 3-3	Su(var)3-3
FBgn0042178	CG32165	3L	Apollo	Apl
FBgn0264308	CG43778	2L	-	CG43778
FBgn0036789	CG13702	3L	Allatostatin C receptor 2	AstC-R2
FBgn0050099	CG30099	2R	-	CG30099
FBgn0000307	CG5813	2L	chiffon	chif
FBgn0034660	CG4402	2R	Lysyl oxidase-like 2	Loxl2
FBgn0037908	CG5308	3R	defective proboscis extension response 5	dpr5
FBgn0035137	CG1233	3L	-	CG1233
FBgn0033165	CG11113	2R	-	CG11113
FBgn0004360	CG1916	2R	Wnt oncogene analog 2	Wnt2
FBgn0262473	CG5490	3R	Toll	Tl
FBgn0030981	CG14191	X	-	CG14191
FBgn0031690	CG7742	2L	-	CG7742
FBgn0038380	CG14877	3R	-	CG14877
FBgn0027342	CG4626	X	frizzled 4	fz4
FBgn0263846	CG43707	2L	-	CG43707
FBgn0016917	CG4257	3R	Signal-transducer and activator of transcription protein at 92E	Stat92E
FBgn0264908	CG44099	3L	pH-sensitive chloride channel 1	pHCl-1
FBgn0016120	CG6030	3R	ATP synthase, subunit D	ATPsynD
FBgn0085413	CG34384	3R	-	CG34384
FBgn0039771	CG15538	3R	Osiris 23	Osi23
FBgn0033549	CG12936	2R	Methyl methanesulfonate sensitivity 4	mms4
FBgn0039536	CG18437	3R	uncoordinated 80	unc80
FBgn0013765	CG4832	2R	centrosomin	cnn
FBgn0260400	CG4262	X	embryonic lethal abnormal vision	elav
FBgn0264953	CG44122	2L	Piezo	Piezo
FBgn0259876	CG34438	2R	Chromosome associated protein G	Cap-G
FBgn0004587	CG10851	3R	B52	B52
FBgn0016081	CG32045	3L	furry	fry
FBgn0036566	CG5284	3L	Chloride channel-c	ClC-c
FBgn0259228	CG42328	X	C3G guanyl-nucleotide exchange factor	C3G
FBgn0000964	CG10034	2L	traffic jam	tj
FBgn0261341	CG8756	3L	vermiform	verm
FBgn0030648	CG6340	X	-	CG6340
FBgn0259729	CG42383	2R	-	CG42383
FBgn0029522	CG13373	X	-	CG13373
FBgn0030151	CG1354	X	-	CG1354
FBgn0020385	CG4067	3R	pugilist	pug
FBgn0051635	CG31635	2L	-	CG31635
FBgn0035348	CG16758	3L	-	CG16758
FBgn0029754	CG15930	X	-	CG15930
FBgn0085436	CG34407	2R	Not1	Not1
FBgn0030202	CG12640	X	-	CG12640
FBgn0052843	CG32843	2R	Diuretic hormone 31 Receptor	Dh31-R
FBgn0039108	CG10232	3R	-	CG10232
FBgn0031116	CG1695	X	-	CG1695
FBgn0028991	CG32904	2R	sequoia	seq
FBgn0083949	CG34113	3R	sidestep III	side-III
FBgn0051668	CG31668	2L	-	CG31668
FBgn0041627	CG18801	2L	Ku80	Ku80
FBgn0039428	CG14237	3R	-	CG14237
FBgn0028703	CG11328	2L	Na[+]/H[+] hydrogen exchanger 3	Nhe3
FBgn0034456	CG15121	2R	Ionotropic receptor 56b	Ir56b
FBgn0033668	CG13188	2R	expansion	exp
FBgn0010531	CG17753	2R	Copper chaperone for superoxide dismutase	Ccs
FBgn0259682	CG42351	2R	Jabba	Jabba
FBgn0264090	CG43759	X	-	CG43759
FBgn0050054	CG30054	2R	-	CG30054
FBgn0036417	CG7906	3L	-	CG7906
FBgn0267236	CG45676	3R	-	CG45676
FBgn0010548	CG11140	2R	Aldehyde dehydrogenase type III	Aldh-III
FBgn0052446	CG32446	3L	Antioxidant 1 copper chaperone	Atox1
FBgn0002643	CG8118	2R	mastermind	mam
FBgn0036411	CG7345	3L	Sox21a	Sox21a
FBgn0031257	CG4133	2L	-	CG4133
FBgn0023479	CG4821	3L	Tequila	teq
FBgn0050378	CG30378	2R	-	CG30378
FBgn0262534	CG43088	X	-	CG43088
FBgn0020496	CG7583	3R	C-terminal Binding Protein	CtBP
FBgn0020309	CG14938	2L	crooked legs	crol
FBgn0264911	CG44102	2R	-	CG44102
FBgn0085267	CG34238	3L	-	CG34238
FBgn0025936	CG1511	4	Eph receptor tyrosine kinase	Eph
FBgn0038619	CG7685	3R	-	CG7685
FBgn0026428	CG6170	X	Histone deacetylase 6	HDAC6
FBgn0041111	CG8817	2L	lilliputian	lilli
FBgn0039647	CG14509	3R	julius seizure	jus
FBgn0259111	CG42253	2L	Na[+]-driven anion exchanger 1	Ndae1
FBgn0261564	CG42678	2R	Receptor expression enhancing protein A	ReepA
FBgn0037087	CG7519	3L	-	CG7519
FBgn0000017	CG4032	3L	Abl tyrosine kinase	Abl
FBgn0086253	CG31152	3R	rumi	rumi
FBgn0033902	CG8309	2R	eukaryotic translation initiation factor 3 subunit m	eIF3m
FBgn0013733	CG18076	2R	short stop	shot
FBgn0050389	CG30389	2R	-	CG30389
FBgn0041092	CG13109	2L	taiman	tai
FBgn0050011	CG30011	2R	gemini	gem
FBgn0034693	CG11073	2R	-	CG11073
FBgn0032264	CG6113	2L	Lipase 4	Lip4
FBgn0285944	CG9907	X	paralytic	para
FBgn0027498	CG2061	X	-	CG2061
FBgn0039836	CG1750	3R	-	CG1750
FBgn0263197	CG33130	2R	Patronin	Patronin
FBgn0030400	CG11138	X	Protein interacting with Ttk69 and Sin3A	Pits
FBgn0029854	CG3566	X	-	CG3566
FBgn0263998	CG43741	2R	Activated Cdc42 kinase-like	Ack-like
FBgn0264607	CG18069	4	Calcium/calmodulin-dependent protein kinase II	CaMKII
FBgn0015558	CG1693	X	tweety	tty
FBgn0034160	CG5550	2R	-	CG5550
FBgn0267709	CG46042	3R	-	CG46042
FBgn0261549	CG42667	X	retinal degeneration A	rdgA
FBgn0002780	CG2050	3R	modulo	mod
FBgn0085264	CG34235	2R	-	CG34235
FBgn0015283	CG7619	3L	Regulatory particle non-ATPase 10	Rpn10
FBgn0037759	CG8526	3R	-	CG8526
FBgn0017561	CG1615	X	Open rectifier K[+] channel 1	Ork1
FBgn0031422	CG9870	2L	Phosphatidylinositol glycan anchor biosynthesis class W a	PIG-Wa
FBgn0051225	CG31225	3R	Ionotropic receptor 94f	Ir94f
FBgn0038751	CG4770	3R	-	CG4770
FBgn0032633	CG6860	2L	Leucine-rich-repeats and calponin homology domain protein	Lrch
FBgn0085370	CG34341	2L	Phosphodiesterase 11	Pde11
FBgn0028572	CG14039	2L	quick-to-court	qtc
FBgn0060296	CG15860	2R	painless	pain
FBgn0263077	CG43340	2R	-	CG43340
FBgn0004244	CG10537	3L	Resistant to dieldrin	Rdl
FBgn0031575	CG3980	2L	Centrosomal protein 97kDa	Cep97
FBgn0010548	CG11140	2R	Aldehyde dehydrogenase type III	Aldh-III
FBgn0036847	CG11577	3L	Canopy b	CNPYb
FBgn0030581	CG14408	X	-	CG14408
FBgn0027054	CG8725	2R	COP9 signalosome subunit 4	CSN4
FBgn0262614	CG43140	3R	polychaetoid	pyd
FBgn0033324	CG14744	2R	-	CG14744
FBgn0015872	CG9023	2R	Drip	Drip
FBgn0034739	CG3927	2R	-	CG3927
FBgn0037007	CG5059	3L	-	BNIP3
FBgn0261506	CG42654	3L	-	CG42654
FBgn0033554	CG12938	2R	Lsm10	Lsm10
FBgn0262730	CG14446	X	detonator	dtn
FBgn0002645	CG1483	3R	Microtubule-associated protein 205	Map205
FBgn0035382	CG9969	3L	Odorant receptor 63a	Or63a
FBgn0283451	CG11491	X	broad	br
FBgn0026174	CG12700	X	SKP1-related D	SkpD
FBgn0031038	CG14208	X	Tyler	Tyler
FBgn0031741	CG11034	2L	-	CG11034
FBgn0016978	CG8749	2L	small ribonucleoprotein particle U1 subunit 70K	snRNP-U1-70K
FBgn0041252	CG15573	X	Femcoat	Femcoat
FBgn0034951	CG3860	2R	-	CG3860
FBgn0035267	CG13921	3L	-	CG13921
FBgn0287186	CG17594	3L	scarecrow	scro
FBgn0004102	CG12154	X	ocelliless	oc
FBgn0037521	CG2993	3R	-	CG2993
FBgn0010258	CG9654	3R	RNA-binding protein 4	Rbp4
FBgn0264308	CG43778	2L	-	CG43778
FBgn0262873	CG43228	3R	Diedel 2	Diedel2
FBgn0035429	CG12017	3L	-	CG12017
FBgn0264815	CG44007	2L	Phosphodiesterase 1c	Pde1c
FBgn0029002	CG18321	3L	midkine and pleiotrophin 2	miple2
FBgn0030257	CG11160	X	SET and MYND domain containing, arthropod-specific, member 4	SmydA-4
FBgn0000504	CG11094	3R	doublesex	dsx
FBgn0260938	CG9056	X	tay bridge	tay
FBgn0052654	CG32654	X	Secretory 16	Sec16
FBgn0067312	CG33320	2L	Chemosensory protein B 38a	CheB38a
FBgn0261671	CG42555	2L	tweek	tweek
FBgn0011746	CG8084	2R	anachronism	ana
FBgn0051041	CG31041	3R	-	CG31041
FBgn0261625	CG42708	2R	Glutaminase	GLS
FBgn0034067	CG8399	2R	-	CG8399
FBgn0267337	CG42277	3R	rotund	rn
FBgn0035060	CG16932	2R	Epidermal growth factor receptor pathway substrate clone 15	Eps-15
FBgn0032973	CG6675	2L	-	CG6675
FBgn0028692	CG11888	3R	Regulatory particle non-ATPase 2	Rpn2
FBgn0262842	CG43206	3L	-	CG43206
FBgn0011589	CG5076	2R	Eag-like K[+] channel	Elk
FBgn0038702	CG3739	3R	-	CG3739
FBgn0027596	CG10249	2R	Kank	Kank
FBgn0033739	CG8529	2R	Dystrobrevin	Dyb
FBgn0032535	CG16869	2L	Ance-2	Ance-2
FBgn0026415	CG1780	X	Imaginal disc growth factor 4	Idgf4
FBgn0030431	CG4407	X	-	CG4407
FBgn0051793	CG31793	2L	-	CG31793
FBgn0052062	CG32062	3L	RNA-binding Fox protein 1	Rbfox1
FBgn0041105	CG12809	3R	nervous fingers 2	nerfin-2
FBgn0053783	CG33783	3R	-	CG33783
FBgn0038394	CG10264	3R	-	CG10264
FBgn0019968	CG8183	2R	Kinesin heavy chain 73	Khc-73
FBgn0031038	CG14208	X	Tyler	Tyler
FBgn0013733	CG18076	2R	short stop	shot
FBgn0051664	CG31664	2L	-	CG31664
FBgn0031064	CG12531	X	-	CG12531
FBgn0027608	CG2082	3R	-	CG2082
FBgn0039941	CG17167	X	-	CG17167
FBgn0032474	CG9828	2L	DnaJ homolog	DnaJ-H
FBgn0262599	CG43129	2L	SET and MYND domain containing, arthropod-specific, member 3	SmydA-3
FBgn0285963	CG46339	3R	-	CG46339
FBgn0038294	CG6803	3R	Myofilin	Mf
FBgn0264908	CG44099	3L	pH-sensitive chloride channel 1	pHCl-1
FBgn0039809	CG15547	3R	-	CG15547
FBgn0016920	CG11020	2L	no mechanoreceptor potential C	nompC
FBgn0038136	CG8774	3R	-	CG8774
FBgn0000017	CG4032	3L	Abl tyrosine kinase	Abl
FBgn0035256	CG13930	3L	-	CG13930
FBgn0284408	CG33950	X	terribly reduced optic lobes	trol
FBgn0035286	CG13924	3L	-	CG13924
FBgn0287724	CG42403	2L	Ca2+-channel-protein-beta-subunit	Ca-beta
FBgn0027596	CG10249	2R	Kank	Kank
FBgn0039026	CG7029	3R	-	CG7029
FBgn0267048	CG45492	X	-	CG45492
FBgn0038852	CG7056	3R	Hematopoietically expressed homeobox	HHEX
FBgn0014343	CG10601	3L	mirror	mirr
FBgn0035430	CG12009	3L	-	CG12009
FBgn0285944	CG9907	X	paralytic	para
FBgn0000071	CG2198	3R	Amalgam	Ama
FBgn0032243	CG5300	2L	Kinesin-like protein at 31E	Klp31E
FBgn0035167	CG13888	3L	Gustatory receptor 61a	Gr61a
FBgn0032888	CG14405	2L	Chemosensory protein B 38c	CheB38c
FBgn0032595	CG17996	2L	-	CG17996
FBgn0020299	CG31317	3R	stumps	stumps
FBgn0037607	CG8036	3R	-	CG8036
FBgn0003149	CG5939	3L	Paramyosin	Prm
FBgn0050103	CG30103	2R	-	CG30103
FBgn0036839	CG18136	3L	SET and MYND domain containing, arthropod-specific, member 2	SmydA-2
FBgn0039958	CG12567	2L	-	CG12567
FBgn0035976	CG4432	3L	Peptidoglycan recognition protein LC	PGRP-LC
FBgn0034511	CG13422	2R	GNBP-like 3	GNBP-like3
FBgn0036643	CG4109	3L	Syntaxin 8	Syx8
FBgn0261625	CG42708	2R	Glutaminase	GLS
FBgn0266668	CG6095	3R	Exocyst 84	Exo84
FBgn0037520	CG18268	3R	-	CG18268
FBgn0035917	CG6416	3L	Z band alternatively spliced PDZ-motif protein 66	Zasp66
FBgn0031374	CG7337	2L	WD repeat domain 62	Wdr62
FBgn0000289	CG8367	2R	combgap	cg
FBgn0053265	CG33265	3L	Mucin 68E	Muc68E
FBgn0016917	CG4257	3R	Signal-transducer and activator of transcription protein at 92E	Stat92E
FBgn0031652	CG8873	2L	jetlag	jet
FBgn0052196	CG32196	3L	-	CG32196
FBgn0035318	CG9018	3L	-	CG9018
FBgn0039358	CG5028	3R	-	CG5028
FBgn0039479	CG14257	3R	-	CG14257
FBgn0004227	CG4211	X	no on or off transient A	nonA
FBgn0035388	CG2162	3L	-	CG2162
FBgn0039386	CG5948	3R	-	CG5948
FBgn0087008	CG12238	X	enhancer of yellow 3	e(y)3
FBgn0264699	CG43968	3L	-	CG43968
FBgn0263980	CG43729	2R	Stac-like	Stacl
FBgn0263346	CG43427	3R	smallish	smash
FBgn0037679	CG8866	3R	Another Drosophila Unc-51-like kinase	Aduk
FBgn0011202	CG1768	2L	diaphanous	dia
FBgn0033601	CG9076	2R	Cuticular protein 47Ed	Cpr47Ed
FBgn0266757	CG5747	3L	misfire	mfr
FBgn0034572	CG9346	2R	-	CG9346
FBgn0027376	CG11908	3R	rha	rha
FBgn0034458	CG15904	2R	Ionotropic receptor 56d	Ir56d
FBgn0050472	CG30472	2R	-	CG30472
FBgn0034391	CG15080	2R	-	CG15080
FBgn0028539	CG31731	2L	Engulfment ABC Transporter in the ovary	Eato
FBgn0028481	CG4341	2L	-	CG4341
FBgn0031099	CG17065	X	-	CG17065
FBgn0030889	CG15373	X	-	CG15373
FBgn0053193	CG33193	3R	salvador	sav
FBgn0039955	CG41099	3R	-	CG41099
FBgn0261836	CG42768	2L	Muscle-specific protein 300 kDa	Msp300
FBgn0001320	CG4717	3L	knirps	kni
FBgn0051660	CG31660	2L	smog	smog
FBgn0000320	CG9554	2L	eyes absent	eya
